textID,text,sentiment
2bcab92055,"Oh, that said, the sellout was a fluke. It turns out the projector was broken.   I still think the film is bloody good times, tho.",neutral
56856f4254,I`m scared,negative
06d8e892cf,hey dave im just up in the UK and first thing i done was put RR on  could u play ill be there new kids on the block thanks,neutral
c74dbd622d,_l I got excited when I thought that exhibit was in Sydney. But it`s not,negative
86d15f120f,It was fun  it`s been NINE months!,positive
0f963af18f,I can not sleep,negative
b0149e3848,", bad",negative
eaf89b4158,i love you,positive
5696b71af0,now relaxed and well rested,positive
1722cd3459,I`m SO jealous,negative
3f94e09817,slow answerer!,negative
a5f45ef8e9,diiinner  its sooo cold right here D:,neutral
a30aefa0bb,Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!,negative
dbe877416c,night Diana and if you travel soon take care,positive
4fc2f6c6bd,NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.,neutral
745a788ae8,this is a travesty,negative
f9b6c4fe2e,.sadly,negative
983b7ba96d,BEST DAY EVERRRR.,positive
ba0d457ce9,"Until  brings back our EVERYONE button, you can access the public timeline at",neutral
dc14c1703b,"****, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price",neutral
bab90d969e,n hahahahah,positive
0762830d7e,Beer pong  at 6am  with jess,neutral
87e72c177a,i feel like **** right now and i have one more month of school left  FML HARD,negative
c0da2b190b,it`s depressing,negative
ff2176fc9f,sad,negative
1f991556b4,holyyyyyyy,positive
6feeed89d9,bothered,positive
fdfd544d8d,lets see.. we hate that groupies are **** near stalkers.. we love that they send gifts..,neutral
d5e35a43d6,Ahh feels good to have played guitar hero after months! I suck at it now but  haha,neutral
a3df1afdb7,Nothing like Charley Biggs Chicken @ 7:53AM,neutral
3da13a1fb5,just got done washing dishes not too long ago,neutral
8.21E+15,Baltimore beat the Yankees,neutral
0b62ea4f2d,Happy,positive
c128b2482e,This should be fun.,positive
f23981aaba,struggling,negative
d4099e92e6,She loves this stuff.,positive
5f02451f6e,glad,positive
dd2126b2d3,Female and Male 3 year old Labs looking for new home  Family is loosing their home. Both must stay together. Contact me if interested.,neutral
799cb5b609,Thunder & lightning scarededededed me!,negative
bfc79948eb,you are such a great person.,positive
98cadf4304,When are you and  coming over so we can violently agree?,neutral
ca092b6174,I`m sure  would know of more,neutral
5562fd3c9b,motivated,positive
8a851d1e08,I hate this weather  i wanna bake,negative
5ea7f98140,yeps...just for today though  I badly wanted to do some geek-shopping...,negative
1ec419afcc,good,positive
80da069b23,o thanks,positive
c336b00b07,happy,positive
235e9a1055,surprised,negative
0ec596c829,K ??? What??? No way!!!! No,negative
e1424a04da,hey mate fancy finden you on hea,neutral
885391baa1,p sounds great.,positive
a15bd06ed8,You know you`re too old to party like a rockstar when....you realize no one else claps when they dance. It`s just you,neutral
125249886e,Sorry,negative
5d847ecde0,HD full again...  http://plurk.com/p/x2eb3,neutral
fa2283a3d5,I`m not getting another one,negative
ba93b83d6d,nice,positive
4f9387cb50,sorry,positive
ece5c10282,Lying with my new lab pup on my lap,neutral
43720cae34,t boring,negative
6403cbee1b,...you should call school and tell them you have swine flu so we can have the day off,neutral
3c65ea7be3,as looking forwar,positive
67815aa667,you should enter the giveaway then!!!! who couldn`t use $25...I know I could,neutral
d7a20571d9,? Too busy,negative
e44bb4a3dc,Head in the clouds,neutral
772aeb5f05,interesting me,positive
ebe8f8516d,welcome.,positive
ce5c7c3e37,"Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..",neutral
ca1ed7f011,awesome!,positive
3fabb9fcb8,thanks neemah.,positive
5b18b48833,yayay,positive
55aae928f3,listening to Demi Lovato  FINISHED MY NEW SONG!,neutral
96ea584a29,Off to work,neutral
9dfdbbc0be,"not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",neutral
1853e112a6,Its awsome..,positive
29ac15fa96,I love the internet!,positive
5981ffab60,who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times,neutral
eadef421d6,I knew that. I attended an innovation seminar at Picnic 2007.,neutral
df4b40b30e,mad,negative
131a73a3a5,lost,negative
488fcf4472,It was a wonderful day,positive
a26a810a8d,Can`t believe those idiots buzzed out the juggler.,negative
7bbe48fae4,ended up being happy,positive
2fc9753d4b,Hopefully! Vacations suck!,neutral
e28d5c1bfc,we will!  we shall meet somewhere between utah and indiana.,neutral
cad70bf44a,Poor you   If I was with you right now; I would probably give you a hug,neutral
d9059d72a3,"layenn down,uughh dunt feel well",negative
4a9f28d722,some **** like that.,negative
58b25e6703,I`m ACTUALLY on Skype but ssshh don`t tell anyone.,neutral
df25be8dd2,both boys are very cute,positive
df1f980d8e,"take it. mmm, definitely.",neutral
8681be6bf3,"this laptop is going to die,",negative
b192e1c733,awww  well I am here...just in case...I am not like THE PERFECT FUNNY FRIEND but I`m here hehe,neutral
72b47d49df,I Sing Everytime,neutral
96ff4c01a3,enjoying,positive
4079da5f1a,.gawd the life of multi-taskin`  night/mornin`,negative
03f9f6f798,I don`t think I`ve ever been so tierd in my life.Ugh,negative
ebe46589f3,That would be most welcome,positive
81cab1b777,ugh some stupid teenagers just showed up.,negative
11e105820c,"Today in a Week, I am 18.. yiha",neutral
0a3e8646ed,good,positive
ec38c9863d,whoaa kinda hard :O that one that you think will be interesting enough to tell,neutral
9ee143d387,haven`t programmed,negative
1fd7e143ed,i can`t find my tennis racket!!,neutral
df8da19ddd,"The pushing has started, not long before a new #starwarsday baby is born",neutral
ac4ecae705,Laying in the bed boreddddd,negative
b283392871,only an hour left with my iPod touch,neutral
7a775cc933,But I`m not so I guess I`ll just have a cup of coffee instead.,neutral
7a60d63a34,Why does flickr no longer recognize my e-mail addresses.,negative
231f663202,too bad,negative
dd14092c53,"twitter,facebook,myspace...no phone still",neutral
89a6e6d605,fun,positive
e9b733e4d3,I still can`t believe it.,positive
e3cc598980,", he was soooo friendly.",positive
5e3329b158,miss,negative
a6ca21f8bc,Sooo much work so little time,negative
8984c25aa3,boo,negative
ebf9bdee6d,Happy,positive
c628741a80,Thank you ,positive
48377c4bef,"praying to be humble is always dangerous, He will answer you  (God gives grace ...)",neutral
0c2fdfc4bd,Fuzzball is more fun,positive
f7c24445ff,bad,negative
3f66f300f1,in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),neutral
249849fb5b,m sorry,negative
2289eb7576,happy,positive
4af640d32a,Shame ab,negative
b51e5744a9,"nothing much on tv, seen most of the good stuff...think i`ll go to bed soon, but it`s too hot to sleep",neutral
ce0ed59555,"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!",neutral
9f2f687686,good,positive
a93577c299,Cloud Croatian Apartments,neutral
1f0b54b51e,head ach,negative
64f91449b7,concert tonight  chackin out and not coming tomorrow!,neutral
e95697be98,_y_Tony Hey,neutral
993aff3b0c,Its gonna be fun,positive
5a9904d613,Totally worth it,positive
0b022833a9,@ Ahhhhh FML! Classic Crime is sold out!,neutral
5aa5003df5,o lazy,negative
f569d16a78,liked,positive
bcaad4a070,You`re welcome.,positive
2abfe0decb,don`t ever forget me,negative
b0c0f7adde,Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I`m a heffer,neutral
a089b92224,not having a good day.,negative
189ca81ed4,Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,neutral
d5a7e2d15e,e sickee,negative
c56f034be1,ive finished them now,neutral
ee60f31d77,/drool. I still need to 100% the first one,neutral
be9d13a65c,"go to vegas, but don`t spend all ur money!!!!",neutral
29244d2d46,excited,positive
9775e37fa8,Love,positive
363b081e11,This is sad,negative
1608eddffc,Ok so my sister is going camping I`m so mad because i have to work tomorrow      have,neutral
08e8b684dc,feeling like poo today,negative
45b3a0bf72,"id love to meet you, you`re my favourite comedian",positive
b31f52a91e,underpriveledged,negative
45ce5a239e,workout stunk...no headphones.,neutral
0073bdbc5f,I wanna see the Jonas Brothers in concert..,neutral
5a95ed997b,"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep",neutral
9083a50db0,a gift from my boyfriend... this little guy keeps me company at night,neutral
c0dfcf858d,on. Too slo,negative
4737fe0beb,greatest,positive
cbae350081,THiNKiNG 0f HiM  <3,neutral
ed5a6ba312,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss,neutral
b4e91ab0d4,Nooooo get on now! Haha i`ll be gone later,neutral
cc74409945,Hates,negative
4863c9829e,lost,negative
076bfa9676,cant get onto twitter on the Internet,neutral
653104654e,I love,positive
66057d58c2,Not looking forward,negative
be2de1ed61,e  hey you guys should invite me out...moody is my only friend these day,neutral
412f8c4fc1,"Headaches suck, especially stress related ones. I used to get those a lot.  <3",neutral
94c7267c0e,Etsy handmade cards weren`t any good?,neutral
3a00255dba,my twitter looks funny  someone help!,negative
0293e55c94,"Sadly, the time has come to put my mom in a home",negative
63ed0e0e5e,"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion",neutral
5445e06532,"it`s overwhelming how i`m finally catching up with my cousin/bff since i was three who i haven`t seen in years. ah, memories. miss her",neutral
792a73ba55,public bathrooms,neutral
738e2f0b9c,"killing,",negative
b47524feba,Happy,positive
e82b591fa4,I don`t feel so good.,negative
c529737091,just got home from drews bday.,neutral
d056c086ec,Burning my tongue on Won Ton soup,neutral
56dc73e72d,Stupid,negative
8e6c5112a3,too much sulking over being single going on tonight on tumblr - gru3some: I am here to save the day.  http://tumblr.com/xd51qx88b,neutral
3d7be0b382,None of their phone #`s work.,negative
7f09d0937d,It`s well good!!,positive
1795d33bc6,thanks,positive
02b39987e9,i love this show.,positive
3839365640,_GM That`s the plan,neutral
d7e267d824,where u goin,neutral
5d51c85bf9,Hurt,negative
01942ec563,"Woo hoo!  Alas,",neutral
b60e0550cd,faith and daphne,neutral
07c6f766e3,Eating.,neutral
0a61cbf4b5,I am sooo tired,negative
1ca884fc2c,better..,positive
92654b40a5,wish me luck!,positive
4d492a3de4,Is it that quiet at the office?,neutral
c451975be1,i live in manchester england but still have never been to london,neutral
f3d9d6947b,U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac & TLC..2 bad they`re not singing anymore,neutral
865ca631f8,headache.,positive
f65197721b,disagree,negative
4e31654f5e,laaaaaaaaave,positive
2d5c5eea57,_cath a couple of years  I knew you had one but I couldn`t find you for awhile..here you are!,neutral
7fa2e0d069,www.WhisperGifts.com for bridal registry  dm me for a free premium account.,neutral
237589b163,I hate,negative
d86c04c8b6,good,positive
aa2381ef07,do not know how to close doors,negative
9e3ca6c567,amazing,positive
401993dae4,Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,neutral
957dadbfd9,I missed a lot of classes,negative
4b6532df96,Happy,positive
c9d567bba5,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral
374e6aa938,it was closed,negative
19a8720477,"Gain an instant follower, just use the #**** tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.",neutral
32fcffc4a4,In a  mood.. Listening to the older stuff... This Time Around. Not that old but old enough.,neutral
bffef1f686,Lying in bed with my most favorit girl in the world. happy mommys day to me.,positive
d02b8c6fe5,"smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",positive
fa067e010a,decrease,negative
5715e8a9ae,Happy Mothers day to all the grown n happy & the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day & God Bless,positive
1abc302eb4,bad!,negative
47fe22e59a,what are you doing here? I thought you were back at work today!,neutral
2836821bce,eating chicken noodle soup...... its one of those days,neutral
0c88d19f11,I think it`s time to take a shower & get ready for the dayy.  I hope we go shopping while we`re in Mason today. I want new clothes!!,neutral
db56f7c89e,"Tuesday, any other day... long as we still get to watch",neutral
5f892fdd5b,I love family guy  2 hours of work to go..,positive
f25010df3a,So many wires to sort out,neutral
a9fb4ed175,tomorrow night would definitely work,neutral
986afda3ac,missing,negative
a4976198c4,gotta play `Off the Wall` first tho,neutral
af26967ff7,_joy it`s entirely possible,positive
d06dee8ba0,Messed,negative
7802506121,cooked my own Lunch todayy  Givin` my mum a relaxin` dayy.,neutral
1ea46b2b89,"boredd,",negative
54a55028d0,Thank you!,positive
9f1c41b48c,(((HUGS))),positive
ae6b58f5a4,_erincharde yea as an afterthought,neutral
4ab1715033,going to bed. night,neutral
29d8d1db5b,"so give me a quick update grace, you`ve quit the foodland job and you start at JB`s tomorrow full time? heaps exciting",neutral
1e217e99e0,it does but that game doesn`t.,neutral
